# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.256776 -----------------
#dely    BF
0.050  0.4808  0.0006
0.150  0.4390  0.0005
0.250  0.3880  0.0005
0.350  0.3298  0.0004
0.450  0.2664  0.0004
0.550  0.2120  0.0003
0.650  0.1596  0.0003
0.750  0.1160  0.0002
0.850  0.0814  0.0002
0.950  0.0515  0.0001
1.050  0.0287  0.0001
1.150  0.0150  0.0000
1.250  0.0056  0.0000
1.350 -0.0002 -0.0000
1.450 -0.0018 -0.0000
1.550 -0.0027 -0.0000
1.650 -0.0012 -0.0000
1.750 -0.0002 -0.0000
