# ICODE=1735357040, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.589947 -----------------
#dely    BF
0.050 -0.5535 -0.0039
0.150 -0.5100 -0.0037
0.250 -0.4593 -0.0035
0.350 -0.4962 -0.0039
0.450 -0.5860 -0.0049
0.550 -0.4792 -0.0042
0.650 -0.5292 -0.0050
0.750 -0.5197 -0.0053
0.850 -0.4628 -0.0050
0.950 -0.3609 -0.0043
1.050 -0.3666 -0.0048
1.150 -0.2570 -0.0038
1.250 -0.2412 -0.0039
1.350 -0.0299 -0.0006
1.450 -0.0519 -0.0011
1.550 -0.0326 -0.0009
1.650  0.0267  0.0010
1.750  0.0096  0.0006
