# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.093048 -----------------
#dely    BF    dB     BFVar
0.050  0.1513  0.0020  0.0068
0.150  0.1406  0.0019  0.0187
0.250  0.1216  0.0017  0.0120
0.350  0.1120  0.0017  0.0065
0.450  0.1002  0.0016  0.0083
0.550  0.0830  0.0014  0.0077
0.650  0.0656  0.0013  0.0056
0.750  0.0512  0.0011  0.0035
0.850  0.0391  0.0010  0.0071
0.950  0.0274  0.0008  0.0042
1.050  0.0185  0.0007  0.0022
1.150  0.0116  0.0005  0.0023
1.250  0.0062  0.0004  0.0052
1.350  0.0017  0.0002  0.0012
1.450  0.0006  0.0001  0.0002
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
