# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.180336 -----------------
#dely    BF    dB     BFVar
0.050  0.2233  0.0001  0.0025
0.150  0.2069  0.0001  0.0057
0.250  0.1942  0.0001  0.0016
0.350  0.1801  0.0001  0.0018
0.450  0.1640  0.0001  0.0022
0.550  0.1487  0.0001  0.0020
0.650  0.1318  0.0001  0.0014
0.750  0.1154  0.0001  0.0024
0.850  0.1008  0.0001  0.0020
0.950  0.0840  0.0001  0.0011
1.050  0.0695  0.0001  0.0013
1.150  0.0557  0.0001  0.0014
1.250  0.0437  0.0001  0.0009
1.350  0.0337  0.0001  0.0011
1.450  0.0239  0.0000  0.0013
1.550  0.0161  0.0000  0.0010
1.650  0.0086  0.0000  0.0006
1.750  0.0028  0.0000  0.0002
