# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.133967 -----------------
#dely    BF    dB     BFVar
0.050  0.1185  0.0001  0.0017
0.150  0.1175  0.0001  0.0027
0.250  0.1185  0.0001  0.0034
0.350  0.1210  0.0001  0.0021
0.450  0.1222  0.0001  0.0031
0.550  0.1205  0.0001  0.0018
0.650  0.1141  0.0001  0.0013
0.750  0.1059  0.0001  0.0016
0.850  0.0950  0.0001  0.0012
0.950  0.0819  0.0001  0.0008
1.050  0.0669  0.0001  0.0013
1.150  0.0538  0.0001  0.0011
1.250  0.0409  0.0001  0.0013
1.350  0.0294  0.0001  0.0008
1.450  0.0195  0.0000  0.0008
1.550  0.0104  0.0000  0.0007
1.650  0.0034  0.0000  0.0004
1.750  0.0003  0.0000  0.0001
