# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0508788 -----------------
#dely    BF    dB     BFVar
0.050  0.0836  0.0003  0.0020
0.150  0.0795  0.0003  0.0016
0.250  0.0696  0.0002  0.0020
0.350  0.0588  0.0002  0.0018
0.450  0.0490  0.0002  0.0015
0.550  0.0408  0.0002  0.0014
0.650  0.0327  0.0002  0.0010
0.750  0.0272  0.0002  0.0015
0.850  0.0218  0.0001  0.0011
0.950  0.0161  0.0001  0.0013
1.050  0.0126  0.0001  0.0008
1.150  0.0084  0.0001  0.0007
1.250  0.0050  0.0001  0.0004
1.350  0.0025  0.0000  0.0003
1.450  0.0010  0.0000  0.0001
1.550  0.0003  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
