# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0461251 -----------------
#dely    BF    dB     BFVar
0.050 -0.1093 -0.0006  0.0023
0.150 -0.0999 -0.0006  0.0050
0.250 -0.0817 -0.0005  0.0027
0.350 -0.0632 -0.0004  0.0047
0.450 -0.0438 -0.0003  0.0023
0.550 -0.0310 -0.0002  0.0016
0.650 -0.0198 -0.0002  0.0012
0.750 -0.0096 -0.0001  0.0009
0.850 -0.0054 -0.0001  0.0006
0.950 -0.0009 -0.0000  0.0004
1.050  0.0005  0.0000  0.0004
1.150  0.0010  0.0000  0.0004
1.250  0.0010  0.0000  0.0002
1.350  0.0005  0.0000  0.0004
1.450  0.0003  0.0000  0.0001
1.550  0.0001  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
