  3.75  9.831e-03
 11.25  1.871e-02
 18.75  1.169e-02
 26.25  6.046e-03
 33.75  2.548e-03
 41.25  5.595e-04
 48.75 -6.242e-04
 56.25 -2.338e-03
 63.75 -2.412e-03
 71.25 -2.912e-03
 78.75 -3.125e-03
 86.25 -3.333e-03
 93.75 -3.419e-03
101.25 -3.305e-03
108.75 -4.005e-03
116.25 -3.290e-03
123.75 -3.579e-03
131.25 -3.770e-03
138.75 -3.973e-03
146.25 -3.764e-03
153.75 -3.706e-03
161.25 -3.532e-03
168.75 -3.779e-03
176.25 -3.759e-03
# norm=-0.00120904, Npairs=1e+06, Nab=1.64926e+06
<cthetaB>=0.00929459, v2c=0.00095027, v2s=-4.3273e-05
# double tau 10.0
# double etaG 1.7
# double ptmin 100.0
# double ymax 1.0
# double RHBT 13.0
# double NMILLIONPAIRS 1
# double NMILLIONPAIRS 1
