# ICODE=321, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0248051 -----------------
#dely    BF    dB     BFVar
0.050 -0.0359 -0.0003  0.0016
0.150 -0.0334 -0.0003  0.0015
0.250 -0.0323 -0.0003  0.0020
0.350 -0.0276 -0.0002  0.0015
0.450 -0.0267 -0.0002  0.0043
0.550 -0.0224 -0.0002  0.0017
0.650 -0.0181 -0.0002  0.0010
0.750 -0.0150 -0.0002  0.0016
0.850 -0.0133 -0.0002  0.0013
0.950 -0.0094 -0.0001  0.0004
1.050 -0.0070 -0.0001  0.0009
1.150 -0.0038 -0.0001  0.0004
1.250 -0.0020 -0.0001  0.0006
1.350 -0.0009 -0.0000  0.0002
1.450 -0.0002 -0.0000  0.0001
1.550 -0.0000 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
