# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.137218 -----------------
#dely    BF    dB     BFVar
0.050  0.4103  0.0042  0.0519
0.150  0.3631  0.0038  0.0190
0.250  0.2442  0.0027  0.0177
0.350  0.1601  0.0019  0.0087
0.450  0.0839  0.0011  0.0047
0.550  0.0471  0.0007  0.0050
0.650  0.0285  0.0005  0.0032
0.750  0.0139  0.0003  0.0019
0.850  0.0086  0.0002  0.0013
0.950  0.0054  0.0001  0.0019
1.050  0.0034  0.0001  0.0005
1.150  0.0022  0.0001  0.0004
1.250  0.0011  0.0001  0.0002
1.350  0.0003  0.0000  0.0001
1.450  0.0001  0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
