# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0435617 -----------------
#dely    BF
0.050  0.0553  0.0010
0.150  0.0535  0.0009
0.250  0.0533  0.0010
0.350  0.0497  0.0010
0.450  0.0454  0.0009
0.550  0.0379  0.0009
0.650  0.0353  0.0008
0.750  0.0263  0.0007
0.850  0.0230  0.0007
0.950  0.0181  0.0006
1.050  0.0158  0.0006
1.150  0.0109  0.0005
1.250  0.0068  0.0004
1.350  0.0038  0.0003
1.450  0.0006  0.0001
1.550 -0.0000 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
