# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0630931 -----------------
#dely    BF    dB     BFVar
0.050 -0.1124 -0.0003  0.0022
0.150 -0.1042 -0.0003  0.0034
0.250 -0.0897 -0.0003  0.0024
0.350 -0.0767 -0.0003  0.0024
0.450 -0.0621 -0.0002  0.0019
0.550 -0.0489 -0.0002  0.0021
0.650 -0.0366 -0.0002  0.0016
0.750 -0.0303 -0.0002  0.0017
0.850 -0.0228 -0.0001  0.0013
0.950 -0.0164 -0.0001  0.0030
1.050 -0.0127 -0.0001  0.0008
1.150 -0.0086 -0.0001  0.0009
1.250 -0.0056 -0.0001  0.0007
1.350 -0.0027 -0.0001  0.0004
1.450 -0.0010 -0.0000  0.0001
1.550 -0.0003 -0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
