# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.203598 -----------------
#dely    BF    dB     BFVar
0.050  0.2258  0.0001  0.0026
0.150  0.2149  0.0001  0.0040
0.250  0.2009  0.0001  0.0032
0.350  0.1919  0.0001  0.0016
0.450  0.1805  0.0001  0.0030
0.550  0.1700  0.0001  0.0022
0.650  0.1565  0.0001  0.0015
0.750  0.1413  0.0001  0.0024
0.850  0.1242  0.0001  0.0017
0.950  0.1070  0.0001  0.0022
1.050  0.0901  0.0001  0.0020
1.150  0.0723  0.0001  0.0016
1.250  0.0569  0.0001  0.0014
1.350  0.0416  0.0001  0.0009
1.450  0.0299  0.0000  0.0011
1.550  0.0192  0.0000  0.0006
1.650  0.0098  0.0000  0.0008
1.750  0.0029  0.0000  0.0002
