# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.159736 -----------------
#dely    BF
0.050  0.2826  0.0006
0.150  0.2577  0.0006
0.250  0.2303  0.0005
0.350  0.1960  0.0005
0.450  0.1665  0.0004
0.550  0.1320  0.0004
0.650  0.0992  0.0003
0.750  0.0833  0.0003
0.850  0.0553  0.0002
0.950  0.0387  0.0001
1.050  0.0250  0.0001
1.150  0.0165  0.0001
1.250  0.0087  0.0000
1.350  0.0040  0.0000
1.450  0.0018  0.0000
1.550  0.0001  0.0000
1.650  0.0000  0.0000
1.750 -0.0004 -0.0000
