# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.157159 -----------------
#dely    BF    dB     BFVar
0.050  0.2037  0.0001  0.0021
0.150  0.1886  0.0001  0.0028
0.250  0.1740  0.0001  0.0022
0.350  0.1611  0.0001  0.0017
0.450  0.1475  0.0001  0.0024
0.550  0.1312  0.0001  0.0019
0.650  0.1140  0.0001  0.0011
0.750  0.0990  0.0001  0.0012
0.850  0.0843  0.0001  0.0009
0.950  0.0699  0.0001  0.0015
1.050  0.0566  0.0001  0.0011
1.150  0.0443  0.0000  0.0012
1.250  0.0344  0.0000  0.0009
1.350  0.0251  0.0000  0.0013
1.450  0.0177  0.0000  0.0004
1.550  0.0118  0.0000  0.0005
1.650  0.0064  0.0000  0.0002
1.750  0.0019  0.0000  0.0002
