# ICODE=211, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0235479 -----------------
#dely    BF
0.050  0.0349  0.0002
0.150  0.0400  0.0003
0.250  0.0325  0.0002
0.350  0.0274  0.0002
0.450  0.0252  0.0002
0.550  0.0207  0.0002
0.650  0.0183  0.0002
0.750  0.0123  0.0001
0.850  0.0103  0.0001
0.950  0.0072  0.0001
1.050  0.0035  0.0000
1.150  0.0014  0.0000
1.250  0.0010  0.0000
1.350  0.0010  0.0000
1.450 -0.0000 -0.0000
1.550 -0.0002 -0.0000
1.650 -0.0001 -0.0000
1.750  0.0000  0.0000
