# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0481868 -----------------
#dely    BF    dB     BFVar
0.050 -0.0855 -0.0002  0.0024
0.150 -0.0816 -0.0002  0.0019
0.250 -0.0733 -0.0002  0.0043
0.350 -0.0660 -0.0002  0.0026
0.450 -0.0556 -0.0002  0.0026
0.550 -0.0443 -0.0002  0.0016
0.650 -0.0333 -0.0002  0.0012
0.750 -0.0229 -0.0001  0.0017
0.850 -0.0140 -0.0001  0.0010
0.950 -0.0073 -0.0001  0.0015
1.050 -0.0029 -0.0000  0.0011
1.150  0.0006  0.0000  0.0006
1.250  0.0017  0.0000  0.0008
1.350  0.0014  0.0000  0.0006
1.450  0.0008  0.0000  0.0003
1.550  0.0002  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
