'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
0.787308,0.995206,0.814842,1.12356
0.878662,0.921738,0.875291,1.07449
1.05635,0.909348,0.780759,1.13311
0.970004,0.853689,0.955752,1.08375
1.01795,0.917456,0.93434,1.11626
0.994378,0.949159,0.874517,1.12712
1.01696,0.893524,0.956737,1.19873
1.11738,0.846882,0.958505,1.09592
1.0041,0.780402,0.873534,1.21375
1.14221,0.847943,0.7237,1.19359
1.20188,0.864187,0.855631,1.22314
1.10818,0.830913,0.866028,1.24824
1.12757,1.15418,0.788011,1.18881
1.12757,1.15418,0.788011,1.18881
1.21816,1.07114,0.759048,1.19065
1.0963,1.10236,0.671036,1.0261
1.10098,1.06983,0.667545,0.949706
1.06324,1.01456,0.760159,0.91809
1.02242,1.01963,0.890484,0.951083
1.01329,0.757845,0.899011,0.891705
1.11113,1.00399,0.831496,0.8781
1.0068,0.9722,0.817598,0.845687
1.09278,1.047,0.930764,0.810163
1.00352,1.1065,0.884973,0.890056
1.06319,1.01069,0.897634,0.775939
1.11285,0.858235,1.19429,0.77156
0.986346,1.00744,1.02212,0.762124
1.07585,1.004,0.988335,0.725526
1.06493,1.00641,1.07886,0.755021
1.00013,0.969212,0.979122,0.767355
0.961462,1.09035,0.968815,0.836795
0.905291,1.16426,1.13072,0.792937
0.897179,1.13999,0.97832,0.836295
0.964113,0.977707,0.937875,1.07193
0.96364,1.02753,0.910293,1.08673
0.950273,1.04343,0.952432,1.12678
0.962468,0.996602,0.928145,0.988087
0.970665,1.17552,0.90252,1.03586
0.899871,1.08336,0.769246,1.06013
0.860487,1.16407,0.954861,1.19639
0.832378,1.17102,1.00152,1.04945
0.832378,1.17102,1.00152,1.04945
0.932598,1.17897,0.891284,1.16673
0.805759,1.07281,0.782968,1.0264
0.800889,1.02626,0.74624,1.10939
0.764321,1.15421,0.751614,1.17488
0.943744,1.11045,0.909057,1.17539
1.04485,1.22664,0.996951,1.24237
1.12756,1.2078,1.1092,1.18339
1.12175,1.28237,1.1746,1.18355
0.968534,1.25656,1.17539,0.888291
0.877771,1.10101,0.985794,0.966268
0.88274,1.06829,0.946599,1.01595
0.997595,0.971123,1.03544,0.925353
0.80281,0.850955,1.03353,0.754203
0.801813,0.987829,0.954377,0.698437
0.774722,1.06235,0.857839,0.715512
0.838067,1.22092,0.874464,0.713107
0.838067,1.22092,0.874464,0.713107
0.832556,1.2372,0.992045,0.668161
0.855071,1.2113,0.868534,0.729827
0.791224,1.0713,0.925139,0.632928
0.833275,1.17597,0.892407,0.673636
0.772355,1.19407,0.87963,0.653833
0.776581,1.17941,0.883746,0.688938
0.743007,1.08311,0.729912,0.710342
0.743007,1.08311,0.729912,0.710342
0.799197,1.09802,0.797969,0.737901
0.792348,1.05443,0.803815,0.697113
0.792348,1.05443,0.803815,0.697113
0.830165,0.900497,0.938164,0.745113
0.791228,0.813993,0.889569,0.735736
0.768766,0.914053,1.038,0.637932
0.785102,1.18868,1.16818,0.756308
0.751115,1.20027,1.17015,0.729511
0.824978,1.32462,1.11266,0.708653
0.863163,1.28987,1.04811,0.735714
0.766347,1.16834,1.09199,0.65582
0.856448,1.33472,1.05836,0.70096
0.865648,1.19494,1.06587,0.68109
0.707703,1.18108,1.15959,0.72142
0.7717,1.14823,1.04205,0.734141
0.760777,1.18598,1.07406,0.658006
0.833639,1.21975,1.03079,0.684576
0.833639,1.21975,1.03079,0.684576
0.808767,1.0642,0.99226,0.680977
0.774926,0.98439,0.897103,0.649931
0.774926,0.98439,0.897103,0.649931
0.780038,1.14043,0.775392,0.69678
0.806821,1.10615,0.771556,0.722479
0.794411,1.00623,0.820293,0.732555
