# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.224549 -----------------
#dely    BF
0.050  0.3782  0.0005
0.150  0.3487  0.0004
0.250  0.3132  0.0004
0.350  0.2772  0.0004
0.450  0.2337  0.0003
0.550  0.1949  0.0003
0.650  0.1567  0.0003
0.750  0.1192  0.0002
0.850  0.0879  0.0002
0.950  0.0607  0.0001
1.050  0.0401  0.0001
1.150  0.0223  0.0001
1.250  0.0110  0.0000
1.350  0.0048  0.0000
1.450 -0.0004 -0.0000
1.550 -0.0018 -0.0000
1.650 -0.0009 -0.0000
1.750 -0.0002 -0.0000
