# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.232818 -----------------
#dely    BF
0.050  0.3473  0.0026
0.150  0.3401  0.0026
0.250  0.2868  0.0023
0.350  0.2680  0.0023
0.450  0.2317  0.0021
0.550  0.1988  0.0020
0.650  0.1622  0.0018
0.750  0.1449  0.0017
0.850  0.1043  0.0014
0.950  0.0827  0.0013
1.050  0.0596  0.0011
1.150  0.0355  0.0007
1.250  0.0303  0.0007
1.350  0.0177  0.0005
1.450  0.0119  0.0004
1.550  0.0050  0.0002
1.650  0.0015  0.0001
1.750 -0.0002 -0.0000
