# ICODE=321, JCODE=-321
# SIGMA_QGP=1.0525, SIGMA_HAD=0.467626
# NSAMPLE=10000000, Tblast=80.1755, UPERPblast(x,y)=(0.7792,0.7792)
# SOVERUD=0.6998, QUARK_ENTROPY_RATIO=0.227, BARYON_FUDGE=0.7563
# ------- normalization=0.0575697 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0833  0.0004  0.0936 -0.0159  0.0056
0.150  0.0790  0.0004  0.0883 -0.0147  0.0054
0.250  0.0753  0.0004  0.0834 -0.0131  0.0050
0.350  0.0661  0.0004  0.0728 -0.0111  0.0044
0.450  0.0587  0.0004  0.0641 -0.0089  0.0035
0.550  0.0508  0.0004  0.0544 -0.0069  0.0033
0.650  0.0430  0.0004  0.0457 -0.0051  0.0024
0.750  0.0359  0.0003  0.0372 -0.0035  0.0022
0.850  0.0276  0.0003  0.0287 -0.0025  0.0014
0.950  0.0212  0.0003  0.0218 -0.0016  0.0010
1.050  0.0148  0.0002  0.0151 -0.0008  0.0006
1.150  0.0100  0.0002  0.0100 -0.0004  0.0004
1.250  0.0061  0.0002  0.0061 -0.0002  0.0002
1.350  0.0027  0.0001  0.0027 -0.0000  0.0000
1.450  0.0009  0.0001  0.0009 -0.0000  0.0000
1.550  0.0002  0.0000  0.0002 -0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
