# ICODE=211, JCODE=-2212
# SIGMA_QGP=1.0525, SIGMA_HAD=0.467626
# NSAMPLE=10000000, Tblast=80.1755, UPERPblast(x,y)=(0.7792,0.7792)
# SOVERUD=0.6998, QUARK_ENTROPY_RATIO=0.227, BARYON_FUDGE=0.7563
# ------- normalization=0.00619247 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0147  0.0000  0.0020  0.0042  0.0084
0.150  0.0133  0.0000  0.0024  0.0039  0.0070
0.250  0.0100  0.0000  0.0024  0.0035  0.0041
0.350  0.0072  0.0000  0.0021  0.0031  0.0020
0.450  0.0035  0.0000  0.0013  0.0025 -0.0003
0.550  0.0029  0.0000  0.0016  0.0021 -0.0008
0.650  0.0022  0.0000  0.0013  0.0016 -0.0007
0.750  0.0022  0.0000  0.0013  0.0011 -0.0001
0.850  0.0020  0.0000  0.0012  0.0008  0.0000
0.950  0.0015  0.0000  0.0008  0.0005  0.0002
1.050  0.0013  0.0000  0.0007  0.0003  0.0002
1.150  0.0005  0.0000  0.0002  0.0002  0.0002
1.250  0.0005  0.0000  0.0003  0.0001  0.0001
1.350  0.0002  0.0000  0.0001  0.0000  0.0000
1.450  0.0000  0.0000 -0.0000  0.0000 -0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000 -0.0000
1.650  0.0000  0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
