 0.05 0.573695 0.00295727
 0.15 0.576741 0.00296619
 0.25 0.575728 0.0029622
 0.35 0.575706 0.00296544
 0.45 0.575524 0.00296138
 0.55 0.574082 0.00295894
 0.65 0.578152 0.00297106
 0.75 0.574819 0.00296036
 0.85 0.571191 0.00295212
 0.95 0.580733 0.00297735
 1.05 0.575914 0.00296603
 1.15 0.579791 0.00297565
 1.25 0.575612 0.00296326
 1.35 0.577364 0.0029715
 1.45 0.575614 0.00296616
 1.55 0.571938 0.00295428
 1.65 0.573108 0.00295416
 1.75 0.574738 0.0029625
 1.85 0.573343 0.00295734
 1.95 0.57271 0.00295621
 2.05 0.5769 0.00296772
 2.15 0.571453 0.0029522
 2.25 0.569739 0.00295069
 2.35 0.572525 0.00295584
 2.45 0.576102 0.00296555
 2.55 0.57899 0.00297694
 2.65 0.574262 0.0029606
 2.75 0.574575 0.00296489
 2.85 0.576456 0.00296405
 2.95 0.572927 0.00295848
 3.05 0.573848 0.00296066
 3.15 0.577059 0.00296715
 3.25 0.571907 0.00295517
 3.35 0.576273 0.00296663
 3.45 0.579012 0.00297295
 3.55 0.571909 0.00295234
 3.65 0.573956 0.00295862
 3.75 0.581367 0.00297922
 3.85 0.575593 0.00296572
 3.95 0.57129 0.00295395
 4.05 0.572993 0.00295444
 4.15 0.578936 0.00297731
 4.25 0.574631 0.00296201
 4.35 0.576089 0.00296595
 4.45 0.57162 0.00295324
 4.55 0.580246 0.0029755
 4.65 0.578034 0.00297218
 4.75 0.5714 0.0029513
 4.85 0.573538 0.00295594
 4.95 0.573966 0.0029599
 5.05 0.572312 0.00295381
 5.15 0.57687 0.00296897
 5.25 0.55237 0.00289848
 5.35 0.52185 0.00281528
 5.45 0.490126 0.00272441
 5.55 0.45289 0.00261733
 5.65 0.421339 0.00252926
 5.75 0.38121 0.00240346
 5.85 0.344214 0.00228939
 5.95 0.304985 0.00215258
 6.05 0.270365 0.00203769
 6.15 0.228232 0.00187142
 6.25 0.192345 0.00172511
 6.35 0.15832 0.00157205
 6.45 0.118254 0.00136415
 6.55 0.0821265 0.00114533
 6.65 0.0505898 0.000910659
 6.75 0.0241832 0.000638147
 6.85 0.00332062 0.000234504
