# SIGMA_QGP=1, SIGMA_HAD=0.333333
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.18, BARYON_FUDGE=0.666667
# ------- normalization=1.00557 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.8094  0.0004  0.1512  0.2302  0.4280
0.150  0.7965  0.0004  0.1491  0.2263  0.4211
0.250  0.7744  0.0004  0.1443  0.2181  0.4120
0.350  0.7520  0.0004  0.1437  0.2075  0.4008
0.450  0.7272  0.0004  0.1449  0.1955  0.3868
0.550  0.6802  0.0004  0.1377  0.1777  0.3648
0.650  0.6411  0.0004  0.1370  0.1631  0.3409
0.750  0.5881  0.0004  0.1314  0.1460  0.3107
0.850  0.5331  0.0004  0.1233  0.1312  0.2786
0.950  0.4850  0.0003  0.1216  0.1146  0.2489
1.050  0.4320  0.0003  0.1160  0.0994  0.2166
1.150  0.3805  0.0003  0.1073  0.0855  0.1877
1.250  0.3367  0.0003  0.1025  0.0730  0.1611
1.350  0.2944  0.0003  0.0954  0.0627  0.1363
1.450  0.2585  0.0002  0.0907  0.0527  0.1151
1.550  0.2235  0.0002  0.0827  0.0442  0.0966
1.650  0.1947  0.0002  0.0768  0.0373  0.0806
1.750  0.1680  0.0002  0.0708  0.0305  0.0667
1.850  0.1444  0.0002  0.0630  0.0254  0.0561
1.950  0.1235  0.0002  0.0569  0.0207  0.0459
2.050  0.1072  0.0001  0.0516  0.0175  0.0380
2.150  0.0933  0.0001  0.0468  0.0146  0.0319
2.250  0.0779  0.0001  0.0401  0.0120  0.0259
2.350  0.0675  0.0001  0.0364  0.0098  0.0212
2.450  0.0573  0.0001  0.0319  0.0082  0.0172
2.550  0.0486  0.0001  0.0276  0.0066  0.0144
2.650  0.0421  0.0001  0.0247  0.0055  0.0120
2.750  0.0361  0.0001  0.0219  0.0046  0.0097
2.850  0.0291  0.0001  0.0175  0.0038  0.0079
2.950  0.0257  0.0001  0.0161  0.0031  0.0065
3.050  0.0211  0.0001  0.0134  0.0025  0.0052
3.150  0.0178  0.0001  0.0115  0.0021  0.0042
3.250  0.0155  0.0001  0.0101  0.0017  0.0037
3.350  0.0125  0.0000  0.0082  0.0014  0.0029
3.450  0.0107  0.0000  0.0071  0.0011  0.0025
3.550  0.0087  0.0000  0.0059  0.0008  0.0019
3.650  0.0071  0.0000  0.0049  0.0007  0.0015
3.750  0.0057  0.0000  0.0038  0.0006  0.0013
3.850  0.0052  0.0000  0.0036  0.0005  0.0011
3.950  0.0042  0.0000  0.0028  0.0005  0.0009
4.050  0.0032  0.0000  0.0022  0.0003  0.0007
4.150  0.0027  0.0000  0.0018  0.0003  0.0006
4.250  0.0023  0.0000  0.0016  0.0003  0.0005
4.350  0.0020  0.0000  0.0014  0.0002  0.0004
4.450  0.0015  0.0000  0.0010  0.0002  0.0003
4.550  0.0013  0.0000  0.0009  0.0001  0.0003
4.650  0.0010  0.0000  0.0007  0.0001  0.0002
4.750  0.0010  0.0000  0.0007  0.0001  0.0002
4.850  0.0006  0.0000  0.0004  0.0000  0.0001
4.950  0.0006  0.0000  0.0004  0.0001  0.0001
5.050  0.0005  0.0000  0.0003  0.0000  0.0001
5.150  0.0004  0.0000  0.0002  0.0000  0.0001
5.250  0.0005  0.0000  0.0004  0.0000  0.0001
5.350  0.0003  0.0000  0.0002  0.0000  0.0000
5.450  0.0002  0.0000  0.0001  0.0000  0.0000
5.550  0.0002  0.0000  0.0001  0.0000  0.0000
5.650  0.0001  0.0000  0.0001  0.0000  0.0000
5.750  0.0001  0.0000  0.0001  0.0000  0.0000
5.850  0.0001  0.0000  0.0001  0.0000  0.0000
5.950  0.0000  0.0000  0.0000  0.0000  0.0000
6.050  0.0001  0.0000  0.0001  0.0000  0.0000
6.150  0.0001  0.0000  0.0000  0.0000  0.0000
6.250  0.0001  0.0000  0.0000  0.0000  0.0000
6.350  0.0000  0.0000  0.0000  0.0000  0.0000
6.450  0.0001  0.0000  0.0000  0.0000  0.0000
6.550  0.0000  0.0000  0.0000  0.0000  0.0000
6.650  0.0000  0.0000  0.0000  0.0000  0.0000
6.750  0.0000  0.0000  0.0000  0.0000  0.0000
6.850  0.0000  0.0000  0.0000  0.0000  0.0000
