# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.293106 -----------------
#dely    BF    dB     BFVar
0.050  0.4271  0.0002  0.0032
0.150  0.3971  0.0002  0.0026
0.250  0.3621  0.0002  0.0036
0.350  0.3264  0.0002  0.0016
0.450  0.2888  0.0002  0.0025
0.550  0.2482  0.0002  0.0026
0.650  0.2108  0.0001  0.0018
0.750  0.1739  0.0001  0.0018
0.850  0.1405  0.0001  0.0013
0.950  0.1099  0.0001  0.0010
1.050  0.0834  0.0001  0.0012
1.150  0.0605  0.0001  0.0031
1.250  0.0420  0.0001  0.0008
1.350  0.0276  0.0000  0.0005
1.450  0.0174  0.0000  0.0007
1.550  0.0099  0.0000  0.0007
1.650  0.0044  0.0000  0.0003
1.750  0.0012  0.0000  0.0002
