# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.148869 -----------------
#dely    BF    dB     BFVar
0.050  0.3710  0.0010  0.0070
0.150  0.3313  0.0009  0.0079
0.250  0.2646  0.0008  0.0034
0.350  0.1958  0.0007  0.0042
0.450  0.1352  0.0005  0.0047
0.550  0.0853  0.0004  0.0031
0.650  0.0522  0.0003  0.0015
0.750  0.0290  0.0002  0.0010
0.850  0.0149  0.0001  0.0006
0.950  0.0065  0.0001  0.0003
1.050  0.0029  0.0000  0.0003
1.150  0.0006  0.0000  0.0002
1.250 -0.0001 -0.0000  0.0002
1.350 -0.0003 -0.0000  0.0001
1.450 -0.0002 -0.0000  0.0001
1.550 -0.0001 -0.0000  0.0001
1.650 -0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000
