# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.111839 -----------------
#dely    BF
0.050 -0.1424 -0.0002
0.150 -0.1321 -0.0002
0.250 -0.1241 -0.0002
0.350 -0.1100 -0.0002
0.450 -0.0965 -0.0001
0.550 -0.0845 -0.0001
0.650 -0.0770 -0.0001
0.750 -0.0686 -0.0001
0.850 -0.0608 -0.0001
0.950 -0.0526 -0.0001
1.050 -0.0452 -0.0001
1.150 -0.0380 -0.0001
1.250 -0.0315 -0.0001
1.350 -0.0244 -0.0001
1.450 -0.0168 -0.0001
1.550 -0.0098 -0.0001
1.650 -0.0036 -0.0000
1.750 -0.0004 -0.0000
