# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.113553 -----------------
#dely    BF
0.050 -0.1298 -0.0001
0.150 -0.1245 -0.0001
0.250 -0.1144 -0.0001
0.350 -0.1060 -0.0001
0.450 -0.0953 -0.0001
0.550 -0.0848 -0.0001
0.650 -0.0808 -0.0001
0.750 -0.0695 -0.0001
0.850 -0.0633 -0.0001
0.950 -0.0570 -0.0001
1.050 -0.0494 -0.0001
1.150 -0.0427 -0.0001
1.250 -0.0376 -0.0001
1.350 -0.0291 -0.0001
1.450 -0.0230 -0.0001
1.550 -0.0164 -0.0001
1.650 -0.0091 -0.0001
1.750 -0.0029 -0.0000
