# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.239857 -----------------
#dely    BF
0.050  0.3813  0.0003
0.150  0.3543  0.0003
0.250  0.3183  0.0002
0.350  0.2806  0.0002
0.450  0.2446  0.0002
0.550  0.2038  0.0002
0.650  0.1669  0.0002
0.750  0.1336  0.0001
0.850  0.1032  0.0001
0.950  0.0768  0.0001
1.050  0.0545  0.0001
1.150  0.0364  0.0001
1.250  0.0219  0.0000
1.350  0.0134  0.0000
1.450  0.0063  0.0000
1.550  0.0019  0.0000
1.650  0.0007  0.0000
1.750 -0.0002 -0.0000
