# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.112556 -----------------
#dely    BF
0.050 -0.1264 -0.0001
0.150 -0.1183 -0.0001
0.250 -0.1126 -0.0001
0.350 -0.1062 -0.0001
0.450 -0.0972 -0.0001
0.550 -0.0897 -0.0001
0.650 -0.0782 -0.0001
0.750 -0.0685 -0.0001
0.850 -0.0630 -0.0001
0.950 -0.0558 -0.0001
1.050 -0.0510 -0.0001
1.150 -0.0412 -0.0001
1.250 -0.0379 -0.0001
1.350 -0.0296 -0.0001
1.450 -0.0220 -0.0001
1.550 -0.0157 -0.0001
1.650 -0.0092 -0.0001
1.750 -0.0029 -0.0000
