# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.350655 -----------------
#dely    BF    dB     BFVar
0.050  0.4636  0.0002  0.0050
0.150  0.4351  0.0002  0.0032
0.250  0.4003  0.0002  0.0045
0.350  0.3658  0.0002  0.0032
0.450  0.3291  0.0002  0.0032
0.550  0.2909  0.0002  0.0031
0.650  0.2545  0.0002  0.0032
0.750  0.2196  0.0002  0.0022
0.850  0.1841  0.0001  0.0030
0.950  0.1524  0.0001  0.0019
1.050  0.1218  0.0001  0.0020
1.150  0.0951  0.0001  0.0010
1.250  0.0715  0.0001  0.0010
1.350  0.0517  0.0001  0.0008
1.450  0.0347  0.0001  0.0010
1.550  0.0217  0.0000  0.0009
1.650  0.0114  0.0000  0.0005
1.750  0.0034  0.0000  0.0003
