# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.256884 -----------------
#dely    BF    dB     BFVar
0.050  0.4450  0.0002  0.0054
0.150  0.4091  0.0002  0.0070
0.250  0.3649  0.0002  0.0060
0.350  0.3123  0.0002  0.0063
0.450  0.2620  0.0002  0.0050
0.550  0.2118  0.0001  0.0039
0.650  0.1681  0.0001  0.0024
0.750  0.1249  0.0001  0.0024
0.850  0.0948  0.0001  0.0026
0.950  0.0664  0.0001  0.0015
1.050  0.0447  0.0001  0.0014
1.150  0.0289  0.0000  0.0009
1.250  0.0181  0.0000  0.0005
1.350  0.0101  0.0000  0.0004
1.450  0.0054  0.0000  0.0003
1.550  0.0019  0.0000  0.0001
1.650  0.0003  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
