# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0849666 -----------------
#dely    BF    dB     BFVar
0.050  0.1227  0.0005  0.0013
0.150  0.1173  0.0005  0.0032
0.250  0.1073  0.0005  0.0039
0.350  0.0977  0.0005  0.0022
0.450  0.0858  0.0004  0.0025
0.550  0.0744  0.0004  0.0017
0.650  0.0632  0.0004  0.0017
0.750  0.0527  0.0003  0.0009
0.850  0.0415  0.0003  0.0012
0.950  0.0322  0.0002  0.0023
1.050  0.0237  0.0002  0.0010
1.150  0.0153  0.0002  0.0008
1.250  0.0092  0.0001  0.0011
1.350  0.0046  0.0001  0.0005
1.450  0.0018  0.0000  0.0002
1.550  0.0004  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
