# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=1000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0552564 -----------------
#dely    BF
0.050  0.0837  0.0014
0.150  0.0760  0.0013
0.250  0.0724  0.0013
0.350  0.0693  0.0013
0.450  0.0595  0.0012
0.550  0.0487  0.0011
0.650  0.0423  0.0010
0.750  0.0277  0.0007
0.850  0.0265  0.0008
0.950  0.0167  0.0006
1.050  0.0126  0.0005
1.150  0.0077  0.0004
1.250  0.0048  0.0003
1.350  0.0031  0.0002
1.450  0.0019  0.0002
1.550 -0.0002 -0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
