# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.274386 -----------------
#dely    BF    dB     BFVar
0.050  0.4208  0.0002  0.0042
0.150  0.3956  0.0002  0.0038
0.250  0.3603  0.0002  0.0023
0.350  0.3227  0.0002  0.0034
0.450  0.2839  0.0002  0.0022
0.550  0.2407  0.0002  0.0025
0.650  0.1992  0.0002  0.0029
0.750  0.1593  0.0001  0.0026
0.850  0.1219  0.0001  0.0025
0.950  0.0898  0.0001  0.0047
1.050  0.0619  0.0001  0.0038
1.150  0.0412  0.0001  0.0015
1.250  0.0249  0.0000  0.0009
1.350  0.0136  0.0000  0.0010
1.450  0.0061  0.0000  0.0004
1.550  0.0019  0.0000  0.0003
1.650  0.0001  0.0000  0.0001
1.750 -0.0000 -0.0000  0.0000
