# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.124207 -----------------
#dely    BF    dB     BFVar
0.050  0.2932  0.0010  0.0090
0.150  0.2625  0.0009  0.0079
0.250  0.2167  0.0008  0.0073
0.350  0.1607  0.0006  0.0053
0.450  0.1141  0.0005  0.0032
0.550  0.0733  0.0004  0.0044
0.650  0.0478  0.0003  0.0018
0.750  0.0286  0.0002  0.0013
0.850  0.0184  0.0001  0.0013
0.950  0.0119  0.0001  0.0019
1.050  0.0064  0.0001  0.0004
1.150  0.0043  0.0001  0.0006
1.250  0.0022  0.0000  0.0005
1.350  0.0012  0.0000  0.0001
1.450  0.0004  0.0000  0.0001
1.550  0.0001  0.0000  0.0001
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
