# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.112325 -----------------
#dely    BF
0.050 -0.1457 -0.0001
0.150 -0.1366 -0.0001
0.250 -0.1251 -0.0001
0.350 -0.1145 -0.0001
0.450 -0.1020 -0.0001
0.550 -0.0913 -0.0001
0.650 -0.0780 -0.0001
0.750 -0.0707 -0.0001
0.850 -0.0605 -0.0001
0.950 -0.0499 -0.0001
1.050 -0.0423 -0.0001
1.150 -0.0333 -0.0001
1.250 -0.0261 -0.0001
1.350 -0.0194 -0.0001
1.450 -0.0136 -0.0000
1.550 -0.0090 -0.0000
1.650 -0.0040 -0.0000
1.750 -0.0011 -0.0000
