# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.25
# ------- normalization=0.111895 -----------------
#dely    BF
0.050  0.1872  0.0085
0.150  0.2185  0.0101
0.250  0.1581  0.0080
0.350  0.1400  0.0074
0.450  0.1155  0.0065
0.550  0.0902  0.0055
0.650  0.0697  0.0047
0.750  0.0475  0.0036
0.850  0.0381  0.0030
0.950  0.0287  0.0028
1.050  0.0100  0.0012
1.150  0.0061  0.0008
1.250  0.0064  0.0013
1.350  0.0050  0.0010
1.450 -0.0012 -0.0004
1.550 -0.0009 -0.0005
1.650  0.0000  0.0000
1.750  0.0000  0.0000
