# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.125886 -----------------
#dely    BF    dB     BFVar
0.050  0.1275  0.0001  0.0022
0.150  0.1204  0.0001  0.0018
0.250  0.1131  0.0001  0.0014
0.350  0.1086  0.0001  0.0021
0.450  0.1050  0.0001  0.0020
0.550  0.0983  0.0001  0.0015
0.650  0.0928  0.0001  0.0016
0.750  0.0850  0.0001  0.0015
0.850  0.0785  0.0001  0.0011
0.950  0.0705  0.0001  0.0011
1.050  0.0618  0.0001  0.0014
1.150  0.0538  0.0001  0.0008
1.250  0.0446  0.0001  0.0011
1.350  0.0364  0.0001  0.0007
1.450  0.0276  0.0000  0.0010
1.550  0.0195  0.0000  0.0006
1.650  0.0115  0.0000  0.0004
1.750  0.0038  0.0000  0.0001
