# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0364868 -----------------
#dely    BF
0.050 -0.0164 -0.0019
0.150  0.0259  0.0031
0.250  0.0876  0.0099
0.350 -0.0169 -0.0025
0.450  0.1041  0.0184
0.550 -0.0666 -0.0139
0.650  0.0000  0.0000
0.750  0.0248  0.0083
0.850  0.0933  0.0269
0.950  0.0696  0.0312
1.050  0.0565  0.0283
1.150  0.0000  0.0000
1.250  0.0000  0.0000
1.350  0.0029  0.0029
1.450  0.0000  0.0000
1.550  0.0000  0.0000
1.650  0.0000  0.0000
1.750  0.0000  0.0000
