# ICODE=1701080941, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-1.31952 -----------------
#dely    BF
0.050 -2.0409 -0.0141
0.150 -1.6899 -0.0122
0.250 -1.7347 -0.0130
0.350 -1.4774 -0.0116
0.450 -1.2386 -0.0103
0.550 -1.0830 -0.0096
0.650 -0.8770 -0.0084
0.750 -0.7465 -0.0077
0.850 -0.4948 -0.0056
0.950 -0.4553 -0.0055
1.050 -0.3776 -0.0051
1.150 -0.2961 -0.0045
1.250 -0.2093 -0.0036
1.350 -0.2891 -0.0058
1.450 -0.0302 -0.0007
1.550 -0.0715 -0.0021
1.650 -0.0630 -0.0024
1.750 -0.0204 -0.0014
