# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0105806 -----------------
#dely    BF    dB     BFVar
0.050  0.0058  0.0000  0.0023
0.150  0.0033  0.0000  0.0020
0.250  0.0024  0.0000  0.0029
0.350  0.0012  0.0000  0.0021
0.450 -0.0013 -0.0000  0.0021
0.550 -0.0037 -0.0000  0.0015
0.650 -0.0070 -0.0000  0.0023
0.750 -0.0089 -0.0000  0.0017
0.850 -0.0112 -0.0000  0.0016
0.950 -0.0130 -0.0000  0.0014
1.050 -0.0143 -0.0000  0.0007
1.150 -0.0143 -0.0000  0.0014
1.250 -0.0135 -0.0000  0.0011
1.350 -0.0119 -0.0000  0.0009
1.450 -0.0087 -0.0000  0.0006
1.550 -0.0062 -0.0000  0.0005
1.650 -0.0034 -0.0000  0.0006
1.750 -0.0011 -0.0000  0.0001
