'InvCoshPar_uu_width','InvCoshPar_ud_width','InvCoshPar_us_width','InvCoshPar_ss_width'
-0.107257,-0.0352528,0.139465,0.0345866
-0.190757,-0.0762858,0.0921775,0.0312565
-0.287491,-0.288089,0.140443,0.22034
-0.408228,-0.427553,0.383296,0.305608
-0.529189,-0.468862,0.438937,0.424584
-0.487395,-0.481447,0.290819,0.415617
-0.608574,-0.448148,0.34895,0.482351
-0.548252,-0.379187,0.267219,0.497666
-0.637061,-0.274297,-0.00676864,0.471466
-0.738584,-0.200401,-0.160852,0.498598
-0.769077,-0.0419943,-0.0130251,0.540941
-0.705597,-0.214405,-0.116329,0.742333
-0.662806,-0.372084,-0.252351,0.649659
-0.714765,-0.360091,-0.242659,0.799276
-0.653287,-0.354435,-0.105799,0.690493
-0.729843,-0.224145,-0.0454596,0.634318
-0.679366,-0.11323,-0.0785294,0.688838
-0.732792,-0.150353,-0.16827,0.881592
-0.712254,-0.285049,-0.210175,0.953541
-0.635674,-0.276917,-0.0748531,0.928202
-0.632309,-0.257499,-0.026577,0.858475
-0.646404,-0.0287986,-0.238284,0.864857
-0.674591,-0.141569,-0.316947,0.859335
-0.696077,-0.24479,-0.411249,0.836086
-0.705549,-0.153592,-0.343309,0.855943
-0.775458,-0.0467198,-0.400655,0.818625
-0.651341,-0.125565,-0.545317,0.861191
-0.670519,-0.301437,-0.54337,0.87146
-0.634381,-0.228452,-0.413809,0.821995
-0.654593,-0.310249,-0.296993,0.876149
-0.721966,-0.294049,-0.297907,0.732749
-0.712062,-0.266311,-0.419741,0.794783
-0.635259,-0.298361,-0.584983,0.829118
-0.576409,-0.311986,-0.521609,0.833131
-0.780459,-0.135518,-0.648913,0.658542
-0.722363,-0.0480588,-0.498793,0.752675
-0.821173,-0.0226212,-0.47721,0.845654
-0.654528,0.255485,-0.287927,0.869725
-0.679109,0.499202,-0.137069,1.01712
-0.714788,0.434165,-0.0823346,0.983281
-0.726433,0.185143,0.149852,0.978971
-0.685726,0.283679,0.225664,0.859989
-0.622141,0.089752,0.0902092,0.889843
-0.615231,0.101485,0.146841,0.948238
-0.615231,0.101485,0.146841,0.948238
-0.737331,0.297131,0.136863,0.778192
-0.692679,0.458041,-0.0249665,0.84954
-0.67781,0.442615,-0.0542133,0.941708
-0.694997,0.281613,-0.128786,1.05601
-0.745985,0.0680173,0.0180127,1.11276
-0.706386,0.0690974,0.0805845,1.01527
-0.689856,0.151739,0.114486,0.844853
-0.681273,0.144166,0.21804,0.827335
-0.583951,0.273239,0.336177,0.729685
-0.65543,0.294711,0.41254,0.768602
-0.49274,0.349164,0.525217,0.589425
-0.49274,0.349164,0.525217,0.589425
-0.49274,0.349164,0.525217,0.589425
-0.425614,0.287298,0.443279,0.522017
-0.430213,0.265459,0.609941,0.498926
-0.459592,0.390119,0.475959,0.522526
-0.558821,0.318081,0.35466,0.57378
-0.525659,0.319144,0.409701,0.619841
-0.506505,0.364725,0.475625,0.541312
-0.5113,0.296066,0.554002,0.512024
-0.536291,0.344975,0.65583,0.708313
-0.573596,0.46664,0.759492,0.716983
-0.653517,0.31382,0.646492,0.789011
-0.456651,0.272716,0.616064,0.681896
-0.522518,0.27359,0.596125,0.69379
-0.515641,0.344638,0.598225,0.651687
-0.528657,0.503967,0.605265,0.593403
-0.603216,0.583961,0.58604,0.598335
-0.603216,0.583961,0.58604,0.598335
-0.607436,0.517333,0.603633,0.643697
-0.699376,0.658147,0.272288,0.742254
-0.576381,0.728547,0.0683389,0.685949
-0.692077,0.726007,0.118088,0.404308
-0.550606,0.809506,0.166427,0.439154
-0.541042,0.922999,0.0911866,0.525141
-0.541042,0.922999,0.0911866,0.525141
-0.550208,0.954118,0.19735,0.472573
-0.657808,1.06522,0.280774,0.616293
-0.732921,1.13954,0.505159,0.571897
-0.704318,1.04166,1.02838,0.642083
-0.722127,1.0185,0.927998,0.597427
-0.494467,1.03187,1.21519,0.732185
-0.496854,1.11413,1.04925,0.61672
-0.510777,1.14017,0.859795,0.674121
-0.679681,1.29888,0.88639,0.702949
-0.779422,1.093,0.864804,0.688303
-0.636489,1.15442,0.851468,0.508015
-0.761079,1.18204,0.995754,0.406983
-0.680093,1.18012,0.886937,0.455264
-0.478646,1.19581,1.10234,0.534717
-0.483831,1.35911,1.20206,0.587286
-0.658977,1.28813,1.235,0.522778
-0.662556,1.24637,1.29964,0.582377
-0.548202,1.29534,1.29354,0.799619
-0.497893,1.27241,1.31094,0.716014
-0.596861,1.13973,1.1943,0.714825
-0.583995,0.959884,0.953836,0.525061
-0.68728,0.797411,0.890232,0.47251
-0.667861,0.652876,0.874349,0.519912
-0.728803,0.577459,0.790719,0.774591
-0.717383,0.710314,0.722547,0.680017
-0.795614,0.823783,0.666037,0.460863
-0.712671,0.803422,0.771668,0.524702
-0.740776,0.799349,0.600651,0.550994
-0.777076,0.914711,0.823679,0.477152
-0.668046,0.732704,0.931922,0.513978
-0.772529,0.775586,0.832406,0.480371
-0.686461,0.77376,1.17671,0.752904
-0.681844,0.799178,1.21365,0.676494
-0.681844,0.799178,1.21365,0.676494
-0.737963,0.993589,1.14596,0.66447
-0.67311,1.12348,1.05146,0.549803
-0.602826,1.01662,1.08871,0.701611
-0.606476,1.09487,1.10158,0.674151
-0.598148,1.07069,1.36567,0.605391
-0.720806,0.946783,1.60065,0.442986
-0.682803,0.88649,1.54898,0.434403
-0.682803,0.88649,1.54898,0.434403
-0.682803,0.88649,1.54898,0.434403
-0.682803,0.88649,1.54898,0.434403
-0.682803,0.88649,1.54898,0.434403
-0.711222,0.729375,1.40804,0.337657
-0.755755,0.787376,1.64954,0.38909
-0.666656,0.8211,1.37588,0.588699
-0.666656,0.8211,1.37588,0.588699
-0.631287,0.927685,1.44653,0.648783
-0.631287,0.927685,1.44653,0.648783
-0.605943,1.02513,1.21469,0.66755
-0.587643,1.25834,1.24092,0.765274
-0.68104,1.18625,1.15268,0.664875
-0.64806,1.03986,1.15235,0.52865
-0.736466,0.89129,1.38988,0.69881
-0.741276,0.806026,1.54874,0.624775
-0.618979,0.878842,1.69114,0.559033
-0.740494,0.820233,1.72431,0.611285
-0.740494,0.820233,1.72431,0.611285
-0.673414,0.760455,1.55198,0.791888
-0.747231,0.812008,1.35136,0.900414
-0.794694,0.681814,1.22579,0.70711
-0.685152,0.657313,1.21199,0.751305
-0.678779,0.768102,1.36813,0.752797
-0.723123,0.676959,1.46582,0.711528
-0.705182,0.594657,1.39358,0.479517
-0.705182,0.594657,1.39358,0.479517
-0.731279,0.665668,1.46281,0.55171
-0.666412,0.764155,1.53856,0.546093
-0.658301,1.09352,1.34955,0.479043
