# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0815528 -----------------
#dely    BF
0.050  0.1670  0.0071
0.150  0.1568  0.0069
0.250  0.1249  0.0059
0.350  0.1002  0.0049
0.450  0.0685  0.0040
0.550  0.0543  0.0033
0.650  0.0464  0.0033
0.750  0.0467  0.0034
0.850  0.0219  0.0019
0.950  0.0131  0.0013
1.050  0.0056  0.0007
1.150  0.0040  0.0006
1.250  0.0045  0.0008
1.350  0.0011  0.0003
1.450  0.0008  0.0003
1.550 -0.0002 -0.0001
1.650  0.0000  0.0000
1.750  0.0000  0.0000
