# ICODE=321, JCODE=-321
# SIGMA_QGP=1.1372, SIGMA_HAD=0.531641
# NSAMPLE=10000000, Tblast=78.8781, UPERPblast(x,y)=(0.7466,0.7466)
# SOVERUD=0.6705, QUARK_ENTROPY_RATIO=0.2213, BARYON_FUDGE=0.6537
# ------- normalization=0.056455 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0818  0.0004  0.0860 -0.0101  0.0060
0.150  0.0802  0.0004  0.0843 -0.0099  0.0057
0.250  0.0720  0.0004  0.0757 -0.0086  0.0050
0.350  0.0643  0.0004  0.0674 -0.0074  0.0043
0.450  0.0581  0.0004  0.0605 -0.0060  0.0036
0.550  0.0504  0.0004  0.0519 -0.0047  0.0033
0.650  0.0424  0.0004  0.0433 -0.0036  0.0026
0.750  0.0342  0.0003  0.0347 -0.0026  0.0021
0.850  0.0276  0.0003  0.0280 -0.0019  0.0015
0.950  0.0203  0.0003  0.0206 -0.0012  0.0010
1.050  0.0149  0.0002  0.0149 -0.0007  0.0007
1.150  0.0090  0.0002  0.0090 -0.0004  0.0004
1.250  0.0056  0.0001  0.0056 -0.0002  0.0002
1.350  0.0027  0.0001  0.0028 -0.0001  0.0000
1.450  0.0009  0.0001  0.0009 -0.0000  0.0000
1.550  0.0001  0.0000  0.0001 -0.0000  0.0000
1.650 -0.0000 -0.0000  0.0000 -0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
