# ICODE=2212, JCODE=-2212
# SIGMA_QGP=1.1372, SIGMA_HAD=0.531641
# NSAMPLE=10000000, Tblast=78.8781, UPERPblast(x,y)=(0.7466,0.7466)
# SOVERUD=0.6705, QUARK_ENTROPY_RATIO=0.2213, BARYON_FUDGE=0.6537
# ------- normalization=0.0587375 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0754  0.0011  0.1927 -0.1174  0.0000
0.150  0.0741  0.0012  0.1754 -0.1012  0.0000
0.250  0.0690  0.0011  0.1642 -0.0952  0.0000
0.350  0.0749  0.0013  0.1503 -0.0754  0.0000
0.450  0.0530  0.0011  0.1153 -0.0624  0.0000
0.550  0.0544  0.0012  0.1036 -0.0493  0.0000
0.650  0.0484  0.0013  0.0811 -0.0327  0.0000
0.750  0.0469  0.0014  0.0698 -0.0229  0.0000
0.850  0.0325  0.0012  0.0467 -0.0142  0.0000
0.950  0.0243  0.0011  0.0337 -0.0094  0.0000
1.050  0.0184  0.0010  0.0230 -0.0047  0.0000
1.150  0.0098  0.0008  0.0114 -0.0016  0.0000
1.250  0.0043  0.0005  0.0049 -0.0006  0.0000
1.350  0.0017  0.0003  0.0019 -0.0002  0.0000
1.450  0.0005  0.0002  0.0005 -0.0000  0.0000
1.550  0.0000  0.0000  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
