# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.26394 -----------------
#dely    BF
0.050  0.4526  0.0005
0.150  0.4193  0.0005
0.250  0.3802  0.0004
0.350  0.3279  0.0004
0.450  0.2730  0.0004
0.550  0.2248  0.0003
0.650  0.1740  0.0003
0.750  0.1298  0.0002
0.850  0.0937  0.0002
0.950  0.0657  0.0001
1.050  0.0436  0.0001
1.150  0.0267  0.0001
1.250  0.0162  0.0001
1.350  0.0073  0.0000
1.450  0.0039  0.0000
1.550  0.0009  0.0000
1.650 -0.0001 -0.0000
1.750 -0.0000 -0.0000
