# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0646637 -----------------
#dely    BF
0.050 -0.1182 -0.0008
0.150 -0.1090 -0.0008
0.250 -0.0964 -0.0008
0.350 -0.0803 -0.0007
0.450 -0.0655 -0.0006
0.550 -0.0485 -0.0005
0.650 -0.0383 -0.0004
0.750 -0.0306 -0.0004
0.850 -0.0204 -0.0003
0.950 -0.0157 -0.0003
1.050 -0.0100 -0.0002
1.150 -0.0068 -0.0002
1.250 -0.0039 -0.0001
1.350 -0.0020 -0.0001
1.450 -0.0008 -0.0000
1.550 -0.0002 -0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
