# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0591712 -----------------
#dely    BF
0.050  0.0950  0.0004
0.150  0.0936  0.0004
0.250  0.0813  0.0004
0.350  0.0718  0.0004
0.450  0.0582  0.0003
0.550  0.0492  0.0003
0.650  0.0391  0.0003
0.750  0.0311  0.0002
0.850  0.0231  0.0002
0.950  0.0186  0.0002
1.050  0.0130  0.0002
1.150  0.0082  0.0001
1.250  0.0052  0.0001
1.350  0.0031  0.0001
1.450  0.0011  0.0000
1.550  0.0002  0.0000
1.650 -0.0000 -0.0000
1.750  0.0000  0.0000
