# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.245536 -----------------
#dely    BF
0.050  0.4233  0.0036
0.150  0.3833  0.0034
0.250  0.3257  0.0029
0.350  0.2862  0.0028
0.450  0.2498  0.0025
0.550  0.2162  0.0023
0.650  0.1825  0.0021
0.750  0.1280  0.0016
0.850  0.0936  0.0013
0.950  0.0598  0.0009
1.050  0.0490  0.0008
1.150  0.0336  0.0006
1.250  0.0123  0.0003
1.350  0.0091  0.0002
1.450  0.0003  0.0000
1.550  0.0023  0.0001
1.650  0.0006  0.0000
1.750 -0.0001 -0.0000
