# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=10000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.238123 -----------------
#dely    BF
0.050  0.3650  0.0003
0.150  0.3417  0.0003
0.250  0.3102  0.0003
0.350  0.2771  0.0003
0.450  0.2440  0.0002
0.550  0.2062  0.0002
0.650  0.1723  0.0002
0.750  0.1395  0.0002
0.850  0.1059  0.0001
0.950  0.0783  0.0001
1.050  0.0561  0.0001
1.150  0.0384  0.0001
1.250  0.0232  0.0001
1.350  0.0137  0.0000
1.450  0.0069  0.0000
1.550  0.0026  0.0000
1.650  0.0002  0.0000
1.750 -0.0001 -0.0000
