# ICODE=321, JCODE=-2212
# SIGMA_QGP=1.135, SIGMA_HAD=0.418588
# NSAMPLE=10000000, Tblast=81.5796, UPERPblast(x,y)=(0.7754,0.7754)
# SOVERUD=0.699, QUARK_ENTROPY_RATIO=0.1955, BARYON_FUDGE=0.7075
# ------- normalization=0.0132162 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.0346  0.0003 -0.0169  0.0417  0.0098
0.150  0.0290  0.0002 -0.0174  0.0387  0.0078
0.250  0.0259  0.0002 -0.0156  0.0340  0.0075
0.350  0.0177  0.0002 -0.0145  0.0263  0.0059
0.450  0.0132  0.0001 -0.0127  0.0215  0.0044
0.550  0.0087  0.0001 -0.0097  0.0158  0.0026
0.650  0.0047  0.0001 -0.0081  0.0114  0.0014
0.750  0.0021  0.0000 -0.0068  0.0077  0.0012
0.850  0.0003  0.0000 -0.0051  0.0047  0.0006
0.950 -0.0010 -0.0000 -0.0041  0.0028  0.0003
1.050 -0.0014 -0.0000 -0.0029  0.0014  0.0001
1.150 -0.0007 -0.0000 -0.0016  0.0008  0.0000
1.250 -0.0007 -0.0000 -0.0009  0.0002  0.0000
1.350 -0.0002 -0.0000 -0.0003  0.0001  0.0000
1.450 -0.0001 -0.0000 -0.0001  0.0000  0.0000
1.550 -0.0000 -0.0000 -0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
