# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.360819 -----------------
#dely    BF
0.050  0.6324  0.0007
0.150  0.5830  0.0007
0.250  0.5196  0.0006
0.350  0.4479  0.0006
0.450  0.3704  0.0005
0.550  0.3022  0.0005
0.650  0.2342  0.0004
0.750  0.1785  0.0003
0.850  0.1286  0.0003
0.950  0.0889  0.0002
1.050  0.0582  0.0001
1.150  0.0346  0.0001
1.250  0.0195  0.0001
1.350  0.0088  0.0000
1.450  0.0028  0.0000
1.550 -0.0005 -0.0000
1.650 -0.0008 -0.0000
1.750 -0.0001 -0.0000
