# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.288523 -----------------
#dely    BF    dB     BFVar
0.050  0.4688  0.0002  0.0045
0.150  0.4324  0.0002  0.0047
0.250  0.3878  0.0002  0.0037
0.350  0.3416  0.0002  0.0050
0.450  0.2913  0.0002  0.0032
0.550  0.2429  0.0001  0.0045
0.650  0.1975  0.0001  0.0025
0.750  0.1558  0.0001  0.0030
0.850  0.1186  0.0001  0.0014
0.950  0.0879  0.0001  0.0028
1.050  0.0617  0.0001  0.0021
1.150  0.0423  0.0000  0.0011
1.250  0.0267  0.0000  0.0013
1.350  0.0159  0.0000  0.0012
1.450  0.0087  0.0000  0.0008
1.550  0.0041  0.0000  0.0005
1.650  0.0012  0.0000  0.0002
1.750  0.0002  0.0000  0.0002
