# ICODE=0, JCODE=0
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.285103 -----------------
#dely    BF
0.050  0.5201  0.0005
0.150  0.4816  0.0005
0.250  0.4190  0.0004
0.350  0.3517  0.0004
0.450  0.2934  0.0003
0.550  0.2298  0.0003
0.650  0.1793  0.0002
0.750  0.1300  0.0002
0.850  0.0955  0.0002
0.950  0.0671  0.0001
1.050  0.0418  0.0001
1.150  0.0247  0.0001
1.250  0.0133  0.0000
1.350  0.0055  0.0000
1.450  0.0010  0.0000
1.550 -0.0009 -0.0000
1.650 -0.0012 -0.0000
1.750 -0.0006 -0.0000
