# ICODE=321, JCODE=-321
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.0138286 -----------------
#dely    BF    dB     BFVar
0.050 -0.0230 -0.0001  0.0019
0.150 -0.0227 -0.0001  0.0019
0.250 -0.0209 -0.0001  0.0011
0.350 -0.0174 -0.0001  0.0013
0.450 -0.0144 -0.0001  0.0011
0.550 -0.0122 -0.0001  0.0008
0.650 -0.0099 -0.0000  0.0015
0.750 -0.0067 -0.0000  0.0009
0.850 -0.0048 -0.0000  0.0007
0.950 -0.0030 -0.0000  0.0007
1.050 -0.0018 -0.0000  0.0008
1.150 -0.0010 -0.0000  0.0004
1.250 -0.0004 -0.0000  0.0001
1.350 -0.0002 -0.0000  0.0001
1.450 -0.0001 -0.0000  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
