# ICODE=321, JCODE=-321
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.1, BARYON_FUDGE=0.666667
# ------- normalization=0.0720792 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.1205  0.0002  0.0513  0.0634  0.0058
0.150  0.1140  0.0002  0.0491  0.0595  0.0055
0.250  0.1027  0.0002  0.0451  0.0527  0.0049
0.350  0.0892  0.0002  0.0403  0.0446  0.0044
0.450  0.0753  0.0002  0.0356  0.0360  0.0037
0.550  0.0614  0.0001  0.0301  0.0281  0.0032
0.650  0.0484  0.0001  0.0250  0.0208  0.0027
0.750  0.0370  0.0001  0.0202  0.0147  0.0021
0.850  0.0270  0.0001  0.0157  0.0098  0.0015
0.950  0.0189  0.0001  0.0117  0.0061  0.0011
1.050  0.0126  0.0001  0.0083  0.0036  0.0007
1.150  0.0075  0.0000  0.0053  0.0018  0.0004
1.250  0.0039  0.0000  0.0030  0.0008  0.0002
1.350  0.0017  0.0000  0.0014  0.0003  0.0000
1.450  0.0006  0.0000  0.0005  0.0001  0.0000
1.550  0.0001  0.0000  0.0001  0.0000  0.0000
1.650  0.0000  0.0000  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000  0.0000  0.0000
