# ICODE=211, JCODE=-211
# SIGMA_QGP=1, SIGMA_HAD=0.4
# NSAMPLE=100000000, Tblast=102, UPERPblast(x,y)=(0.732,0.732)
# SOVERUD=0.93, QUARK_ENTROPY_RATIO=0.1, BARYON_FUDGE=0.666667
# ------- normalization=0.22556 -----------------
#dely    BF  sigmaB  QGP    LOCAL  RES_DECAYS
0.050  0.3289  0.0001  0.0311  0.1278  0.1701
0.150  0.3084  0.0001  0.0292  0.1190  0.1601
0.250  0.2827  0.0001  0.0268  0.1083  0.1476
0.350  0.2543  0.0001  0.0245  0.0957  0.1341
0.450  0.2258  0.0001  0.0222  0.0829  0.1207
0.550  0.1954  0.0001  0.0196  0.0700  0.1058
0.650  0.1650  0.0001  0.0172  0.0577  0.0901
0.750  0.1355  0.0001  0.0148  0.0464  0.0743
0.850  0.1080  0.0001  0.0125  0.0363  0.0592
0.950  0.0832  0.0000  0.0104  0.0277  0.0452
1.050  0.0613  0.0000  0.0083  0.0201  0.0328
1.150  0.0432  0.0000  0.0065  0.0141  0.0226
1.250  0.0291  0.0000  0.0049  0.0095  0.0148
1.350  0.0182  0.0000  0.0034  0.0059  0.0089
1.450  0.0104  0.0000  0.0022  0.0033  0.0048
1.550  0.0048  0.0000  0.0012  0.0015  0.0021
1.650  0.0012  0.0000  0.0004  0.0004  0.0004
1.750  0.0001  0.0000  0.0000  0.0000  0.0000
