# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0900203 -----------------
#dely    BF    dB     BFVar
0.050  0.1322  0.0014  0.0195
0.150  0.1376  0.0015  0.0088
0.250  0.1249  0.0014  0.0070
0.350  0.1162  0.0014  0.0062
0.450  0.0913  0.0012  0.0076
0.550  0.0789  0.0012  0.0099
0.650  0.0645  0.0011  0.0131
0.750  0.0528  0.0010  0.0056
0.850  0.0413  0.0009  0.0041
0.950  0.0246  0.0007  0.0030
1.050  0.0187  0.0006  0.0026
1.150  0.0109  0.0005  0.0019
1.250  0.0044  0.0003  0.0007
1.350  0.0016  0.0002  0.0006
1.450  0.0003  0.0001  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
