# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.0593532 -----------------
#dely    BF    dB     BFVar
0.050  0.0936  0.0013  0.0062
0.150  0.0833  0.0012  0.0065
0.250  0.0781  0.0012  0.0059
0.350  0.0636  0.0010  0.0061
0.450  0.0663  0.0011  0.0073
0.550  0.0540  0.0010  0.0067
0.650  0.0436  0.0009  0.0046
0.750  0.0368  0.0008  0.0038
0.850  0.0269  0.0007  0.0045
0.950  0.0187  0.0006  0.0030
1.050  0.0139  0.0005  0.0018
1.150  0.0086  0.0004  0.0013
1.250  0.0044  0.0003  0.0008
1.350  0.0013  0.0001  0.0006
1.450  0.0004  0.0001  0.0001
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
