# ICODE=2212, JCODE=-2212
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.151389 -----------------
#dely    BF    dB     BFVar
0.050  0.3976  0.0033  0.0138
0.150  0.3367  0.0029  0.0144
0.250  0.2619  0.0024  0.0194
0.350  0.1875  0.0020  0.0102
0.450  0.1241  0.0015  0.0112
0.550  0.0818  0.0011  0.0042
0.650  0.0547  0.0009  0.0024
0.750  0.0306  0.0006  0.0023
0.850  0.0189  0.0004  0.0041
0.950  0.0105  0.0003  0.0086
1.050  0.0057  0.0002  0.0009
1.150  0.0026  0.0001  0.0005
1.250  0.0007  0.0001  0.0002
1.350  0.0003  0.0000  0.0001
1.450  0.0000  0.0000  0.0000
1.550  0.0000  0.0000  0.0000
1.650  0.0000  0.0000  0.0000
1.750  0.0000  0.0000  0.0000
