# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=5000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=-0.115912 -----------------
#dely    BF
0.050 -0.1354 -0.0002
0.150 -0.1288 -0.0002
0.250 -0.1192 -0.0002
0.350 -0.1053 -0.0002
0.450 -0.0991 -0.0001
0.550 -0.0927 -0.0001
0.650 -0.0808 -0.0001
0.750 -0.0735 -0.0001
0.850 -0.0667 -0.0001
0.950 -0.0604 -0.0001
1.050 -0.0536 -0.0001
1.150 -0.0449 -0.0001
1.250 -0.0368 -0.0001
1.350 -0.0266 -0.0001
1.450 -0.0196 -0.0001
1.550 -0.0109 -0.0001
1.650 -0.0042 -0.0000
1.750 -0.0005 -0.0000
