# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=100000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=1
# ------- normalization=0.224253 -----------------
#dely    BF
0.050  0.3387  0.0027
0.150  0.3000  0.0025
0.250  0.2724  0.0024
0.350  0.2439  0.0022
0.450  0.2126  0.0021
0.550  0.2059  0.0021
0.650  0.1651  0.0019
0.750  0.1452  0.0018
0.850  0.1030  0.0014
0.950  0.0889  0.0013
1.050  0.0618  0.0010
1.150  0.0396  0.0008
1.250  0.0324  0.0007
1.350  0.0176  0.0005
1.450  0.0098  0.0003
1.550  0.0058  0.0002
1.650 -0.0005 -0.0000
1.750  0.0002  0.0000
