# ICODE=211, JCODE=-211
# Normalized GAUSSIAN BF, SIGMA_GAUSS=0.3
# NSAMPLE=20000000, Tblast=100, UPERPblast(x,y)=(0.75,0.75)
# BARYON_FUDGE=0.75
# ------- normalization=0.235069 -----------------
#dely    BF    dB     BFVar
0.050  0.3000  0.0002  0.0056
0.150  0.2839  0.0002  0.0044
0.250  0.2669  0.0001  0.0045
0.350  0.2507  0.0001  0.0030
0.450  0.2321  0.0001  0.0044
0.550  0.2094  0.0001  0.0041
0.650  0.1826  0.0001  0.0029
0.750  0.1569  0.0001  0.0017
0.850  0.1310  0.0001  0.0019
0.950  0.1040  0.0001  0.0017
1.050  0.0802  0.0001  0.0017
1.150  0.0593  0.0001  0.0011
1.250  0.0410  0.0001  0.0014
1.350  0.0275  0.0001  0.0006
1.450  0.0155  0.0000  0.0003
1.550  0.0075  0.0000  0.0003
1.650  0.0021  0.0000  0.0016
1.750  0.0001  0.0000  0.0000
